"Province";"Technology";"Relatedness.Density";"Complexity";"RCA";"CPC";"X.Label..CPC.";"Relatedness.Density..CPC.";"RCA..CPC."
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F27B";"furnaces, kilns, ovens, or retorts in general; ope";8,45;0
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F27D";"details or accessories of furnaces, kilns, ovens, ";6,01;0
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F28B";"steam or vapour condensers";8,15;1,21
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F28C";"heat-exchange apparatus, not provided for in anoth";19,53;0
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F28D";"heat-exchange apparatus, not provided for in anoth";9,72;0,26
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F28F";"details of heat-exchange or heat-transfer apparatu";9,92;0,27
"North Brabant";"Thermal processes adn apparatus";32,97;18,18;0,3;"F28G";"cleaning of internal or external surfaces of heat-";9,68;0,77
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F22B";"methods of steam generation; steam boilers ";15,83;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F22G";"superheating of steam";15,62;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F23B";"methods or apparatus for combustion using only sol";6,27;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F23C";"methods or apparatus for combustion using fluid fu";23,95;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F23D";"burners";8,03;1,77
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F23H";"grates";3,47;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F23K";"feeding fuel to combustion apparatus";22,3;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F23L";"supplying air or non-combustible liquids or gases ";21,18;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F23M";"casings, linings, walls or doors specially adapted";12,4;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F23N";"regulating or controlling combustion";12,6;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F23Q";"ignition; extinguishing devices";13,31;11,72
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F24B";"domestic stoves or ranges for solid fuels; impleme";12,37;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F24C";"other domestic stoves or ranges; details of domest";28,82;0,75
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F24D";"domestic- or space-heating systems, e.g. central h";19,28;1,04
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F24F";"air-conditioning; air-humidification; ventilation;";44,97;2,91
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F24H";"fluid heaters, e.g. water or air heaters, having h";20,25;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F24J";"production or use of heat not otherwise provided f";14,82;0,76
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F25B";"refrigeration machines, plants, or systems; combin";18,16;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F25C";"production, working, storing or distribution of ic";12,68;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F27B";"furnaces, kilns, ovens, or retorts in general; ope";7,21;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F27D";"details or accessories of furnaces, kilns, ovens, ";7,21;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F28B";"steam or vapour condensers";6,91;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F28C";"heat-exchange apparatus, not provided for in anoth";12,42;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F28D";"heat-exchange apparatus, not provided for in anoth";14,99;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F28F";"details of heat-exchange or heat-transfer apparatu";12,8;0
"Zeeland";"Thermal processes adn apparatus";23,31;18,18;0,51;"F28G";"cleaning of internal or external surfaces of heat-";7,18;0
"Limburg";"Transport";20,22;48,48;0,47;"B60B";"vehicle wheels; castors; axles for wheels or casto";18,41;0
"Limburg";"Transport";20,22;48,48;0,47;"B60C";"vehicle tyres; tyre inflation; tyre changing; conn";56,39;0
"Limburg";"Transport";20,22;48,48;0,47;"B60D";"vehicle connections";9,18;0
"Limburg";"Transport";20,22;48,48;0,47;"B60F";"vehicles for use both on rail and on road; vehicle";12,34;0
"Limburg";"Transport";20,22;48,48;0,47;"B60G";"vehicle suspension arrangements";8,3;0,77
"Limburg";"Transport";20,22;48,48;0,47;"B60H";"arrangements or adaptations of heating, cooling, v";24,51;0,18
"Limburg";"Transport";20,22;48,48;0,47;"B60J";"windows, windscreens, non-fixed roofs, doors, or s";22,11;9,21
"Limburg";"Transport";20,22;48,48;0,47;"B60K";"arrangement or mounting of propulsion units or of ";9,18;0,27
"Limburg";"Transport";20,22;48,48;0,47;"B60L";"propulsion of electrically-propelled vehicles; sup";4,18;0,44
"Limburg";"Transport";20,22;48,48;0,47;"B60M";"power supply lines, or devices along rails, for el";11,05;0
"Limburg";"Transport";20,22;48,48;0,47;"B60N";"vehicle passenger accommodation not otherwise prov";21,48;0,75
"Limburg";"Transport";20,22;48,48;0,47;"B60P";"vehicles adapted for load transportation or to tra";16,69;0,61
"Limburg";"Transport";20,22;48,48;0,47;"B60Q";"arrangement of signalling or lighting devices, the";13,46;0
"Limburg";"Transport";20,22;48,48;0,47;"B60R";"vehicles, vehicle fittings, or vehicle parts, not ";17,98;0,09
"Limburg";"Transport";20,22;48,48;0,47;"B60S";"servicing, cleaning, repairing, supporting, liftin";16,99;0,93
"Limburg";"Transport";20,22;48,48;0,47;"B60T";"vehicle brake control systems or parts thereof; br";4,7;0,08
"Limburg";"Transport";20,22;48,48;0,47;"B60W";"conjoint control of vehicle sub-units of different";4,83;0,15
"Limburg";"Transport";20,22;48,48;0,47;"B61B";"railway systems; equipment therefor not otherwise ";20,59;0
"Limburg";"Transport";20,22;48,48;0,47;"B61C";"locomotives; motor railcars";0,5;0
"Limburg";"Transport";20,22;48,48;0,47;"B61D";"body details or kinds of railway vehicles";10,42;0,28
"Limburg";"Transport";20,22;48,48;0,47;"B61F";"rail vehicle suspensions, e.g. underframes, bogies";5,12;0
"Limburg";"Transport";20,22;48,48;0,47;"B61G";"couplings specially adapted for railway vehicles; ";2,6;0
"Limburg";"Transport";20,22;48,48;0,47;"B61H";"brakes or other retarding apparatus peculiar to ra";0;0
"Limburg";"Transport";20,22;48,48;0,47;"B61K";"other auxiliary equipment for railways ";11,18;0
"Limburg";"Transport";20,22;48,48;0,47;"B61L";"guiding railway traffic; ensuring the safety of ra";14,23;0
"Limburg";"Transport";20,22;48,48;0,47;"B62B";"hand-propelled vehicles, e.g. hand carts or peramb";22,95;1,55
"Limburg";"Transport";20,22;48,48;0,47;"B62D";"motor vehicles; trailers";13,86;0,21
"Limburg";"Transport";20,22;48,48;0,47;"B62H";"cycle stands; supports or holders for parking or s";1,38;6,01
"Limburg";"Transport";20,22;48,48;0,47;"B62J";"cycle saddles or seats; accessories peculiar to cy";16,57;0
"Limburg";"Transport";20,22;48,48;0,47;"B62K";"cycles; cycle frames; cycle steering devices; ride";13,94;0,7
"Limburg";"Transport";20,22;48,48;0,47;"B62L";"brakes specially adapted for cycles";9,62;0
"Limburg";"Transport";20,22;48,48;0,47;"B62M";"rider propulsion of wheeled vehicles or sledges; p";10,19;0
"Limburg";"Transport";20,22;48,48;0,47;"B63B";"ships or other waterborne vessels; equipment for s";9,95;0,28
"Limburg";"Transport";20,22;48,48;0,47;"B63C";"launching, hauling-out, or dry-docking of vessels;";7,26;0
"Limburg";"Transport";20,22;48,48;0,47;"B63G";"offensive or defensive arrangements on vessels; mi";8,46;0
"Limburg";"Transport";20,22;48,48;0,47;"B63H";"marine propulsion or steering";6,98;0
"Limburg";"Transport";20,22;48,48;0,47;"B63J";"auxiliaries on vessels";3,73;0
"Limburg";"Transport";20,22;48,48;0,47;"B64B";"lighter-than-air aircraft";11,41;0
"Limburg";"Transport";20,22;48,48;0,47;"B64C";"aeroplanes; helicopters";18,31;0
"Limburg";"Transport";20,22;48,48;0,47;"B64D";"equipment for fitting in or to aircraft; flying su";10,62;0
"Limburg";"Transport";20,22;48,48;0,47;"B64F";"ground or aircraft-carrier-deck installations spec";17,53;0
"Limburg";"Transport";20,22;48,48;0,47;"B64G";"cosmonautics; vehicles or equipment therefor ";14,28;0
"North Brabant";"Transport";42,51;48,48;0,29;"B60B";"vehicle wheels; castors; axles for wheels or casto";13,97;0,77
"North Brabant";"Transport";42,51;48,48;0,29;"B60C";"vehicle tyres; tyre inflation; tyre changing; conn";9,63;0,09
"North Brabant";"Transport";42,51;48,48;0,29;"B60D";"vehicle connections";12,35;0,27
"North Brabant";"Transport";42,51;48,48;0,29;"B60F";"vehicles for use both on rail and on road; vehicle";8,62;1,02
"North Brabant";"Transport";42,51;48,48;0,29;"B60G";"vehicle suspension arrangements";6,58;0,63
"North Brabant";"Transport";42,51;48,48;0,29;"B60H";"arrangements or adaptations of heating, cooling, v";11,44;0,3
"North Brabant";"Transport";42,51;48,48;0,29;"B60J";"windows, windscreens, non-fixed roofs, doors, or s";13,45;1,17
"North Brabant";"Transport";42,51;48,48;0,29;"B60K";"arrangement or mounting of propulsion units or of ";11,28;0,26
"North Brabant";"Transport";42,51;48,48;0,29;"B60L";"propulsion of electrically-propelled vehicles; sup";13,61;0,31
"North Brabant";"Transport";42,51;48,48;0,29;"B60M";"power supply lines, or devices along rails, for el";19,76;0
"North Brabant";"Transport";42,51;48,48;0,29;"B60N";"vehicle passenger accommodation not otherwise prov";10,12;0,18
"North Brabant";"Transport";42,51;48,48;0,29;"B60P";"vehicles adapted for load transportation or to tra";15,81;0,38
"North Brabant";"Transport";42,51;48,48;0,29;"B60Q";"arrangement of signalling or lighting devices, the";48,45;0,38
"North Brabant";"Transport";42,51;48,48;0,29;"B60R";"vehicles, vehicle fittings, or vehicle parts, not ";24,84;0,16
"North Brabant";"Transport";42,51;48,48;0,29;"B60S";"servicing, cleaning, repairing, supporting, liftin";20,46;0,04
"North Brabant";"Transport";42,51;48,48;0,29;"B60T";"vehicle brake control systems or parts thereof; br";7,13;0,08
"North Brabant";"Transport";42,51;48,48;0,29;"B60W";"conjoint control of vehicle sub-units of different";12,06;0,13
"North Brabant";"Transport";42,51;48,48;0,29;"B61B";"railway systems; equipment therefor not otherwise ";12,67;0
"North Brabant";"Transport";42,51;48,48;0,29;"B61C";"locomotives; motor railcars";2,98;0
"North Brabant";"Transport";42,51;48,48;0,29;"B61D";"body details or kinds of railway vehicles";10,23;0,12
"North Brabant";"Transport";42,51;48,48;0,29;"B61F";"rail vehicle suspensions, e.g. underframes, bogies";2,29;0
"North Brabant";"Transport";42,51;48,48;0,29;"B61G";"couplings specially adapted for railway vehicles; ";6,23;0
"North Brabant";"Transport";42,51;48,48;0,29;"B61H";"brakes or other retarding apparatus peculiar to ra";2,67;0
"North Brabant";"Transport";42,51;48,48;0,29;"B61K";"other auxiliary equipment for railways ";11,19;0
"North Brabant";"Transport";42,51;48,48;0,29;"B61L";"guiding railway traffic; ensuring the safety of ra";19,92;0,2
"North Brabant";"Transport";42,51;48,48;0,29;"B62B";"hand-propelled vehicles, e.g. hand carts or peramb";27,51;1,28
"North Brabant";"Transport";42,51;48,48;0,29;"B62D";"motor vehicles; trailers";11,47;0,34
"North Brabant";"Transport";42,51;48,48;0,29;"B62H";"cycle stands; supports or holders for parking or s";5,58;0,62
"North Brabant";"Transport";42,51;48,48;0,29;"B62J";"cycle saddles or seats; accessories peculiar to cy";16,85;0,25
"North Brabant";"Transport";42,51;48,48;0,29;"B62K";"cycles; cycle frames; cycle steering devices; ride";10,04;0,15
"North Brabant";"Transport";42,51;48,48;0,29;"B62L";"brakes specially adapted for cycles";0;0
"North Brabant";"Transport";42,51;48,48;0,29;"B62M";"rider propulsion of wheeled vehicles or sledges; p";6,86;0,27
"North Brabant";"Transport";42,51;48,48;0,29;"B63B";"ships or other waterborne vessels; equipment for s";10,6;0,88
"North Brabant";"Transport";42,51;48,48;0,29;"B63C";"launching, hauling-out, or dry-docking of vessels;";24,45;0,56
"North Brabant";"Transport";42,51;48,48;0,29;"B63G";"offensive or defensive arrangements on vessels; mi";11,07;0,32
"North Brabant";"Transport";42,51;48,48;0,29;"B63H";"marine propulsion or steering";8,91;0,69
"North Brabant";"Transport";42,51;48,48;0,29;"B63J";"auxiliaries on vessels";5,59;0,81
"North Brabant";"Transport";42,51;48,48;0,29;"B64B";"lighter-than-air aircraft";47,48;0
"North Brabant";"Transport";42,51;48,48;0,29;"B64C";"aeroplanes; helicopters";14,57;0,08
"North Brabant";"Transport";42,51;48,48;0,29;"B64D";"equipment for fitting in or to aircraft; flying su";18,24;0,04
"North Brabant";"Transport";42,51;48,48;0,29;"B64F";"ground or aircraft-carrier-deck installations spec";14,33;0,96
"North Brabant";"Transport";42,51;48,48;0,29;"B64G";"cosmonautics; vehicles or equipment therefor ";16,38;0
"Zeeland";"Transport";24,47;48,48;0,6;"B60B";"vehicle wheels; castors; axles for wheels or casto";32,69;2,2
"Zeeland";"Transport";24,47;48,48;0,6;"B60C";"vehicle tyres; tyre inflation; tyre changing; conn";44,77;0
"Zeeland";"Transport";24,47;48,48;0,6;"B60D";"vehicle connections";33,02;3,04
"Zeeland";"Transport";24,47;48,48;0,6;"B60F";"vehicles for use both on rail and on road; vehicle";31,64;0
"Zeeland";"Transport";24,47;48,48;0,6;"B60G";"vehicle suspension arrangements";32,5;0
"Zeeland";"Transport";24,47;48,48;0,6;"B60H";"arrangements or adaptations of heating, cooling, v";22,13;0
"Zeeland";"Transport";24,47;48,48;0,6;"B60J";"windows, windscreens, non-fixed roofs, doors, or s";37,97;0
"Zeeland";"Transport";24,47;48,48;0,6;"B60K";"arrangement or mounting of propulsion units or of ";22,56;0,77
"Zeeland";"Transport";24,47;48,48;0,6;"B60L";"propulsion of electrically-propelled vehicles; sup";8,62;0
"Zeeland";"Transport";24,47;48,48;0,6;"B60M";"power supply lines, or devices along rails, for el";4,21;0
"Zeeland";"Transport";24,47;48,48;0,6;"B60N";"vehicle passenger accommodation not otherwise prov";18,68;1,51
"Zeeland";"Transport";24,47;48,48;0,6;"B60P";"vehicles adapted for load transportation or to tra";25,81;0
"Zeeland";"Transport";24,47;48,48;0,6;"B60Q";"arrangement of signalling or lighting devices, the";22,62;0
"Zeeland";"Transport";24,47;48,48;0,6;"B60R";"vehicles, vehicle fittings, or vehicle parts, not ";22,47;0,65
"Zeeland";"Transport";24,47;48,48;0,6;"B60S";"servicing, cleaning, repairing, supporting, liftin";29,15;1,31
"Zeeland";"Transport";24,47;48,48;0,6;"B60T";"vehicle brake control systems or parts thereof; br";19,86;0,54
"Zeeland";"Transport";24,47;48,48;0,6;"B60W";"conjoint control of vehicle sub-units of different";17,08;0,54
"Zeeland";"Transport";24,47;48,48;0,6;"B61B";"railway systems; equipment therefor not otherwise ";27,13;0
"Zeeland";"Transport";24,47;48,48;0,6;"B61C";"locomotives; motor railcars";6,83;0
"Zeeland";"Transport";24,47;48,48;0,6;"B61D";"body details or kinds of railway vehicles";19,69;0
"Zeeland";"Transport";24,47;48,48;0,6;"B61F";"rail vehicle suspensions, e.g. underframes, bogies";8,97;0
"Zeeland";"Transport";24,47;48,48;0,6;"B61G";"couplings specially adapted for railway vehicles; ";18,24;0
"Zeeland";"Transport";24,47;48,48;0,6;"B61H";"brakes or other retarding apparatus peculiar to ra";21,22;0
"Zeeland";"Transport";24,47;48,48;0,6;"B61K";"other auxiliary equipment for railways ";14,23;0
"Zeeland";"Transport";24,47;48,48;0,6;"B61L";"guiding railway traffic; ensuring the safety of ra";15,29;0
"Zeeland";"Transport";24,47;48,48;0,6;"B62B";"hand-propelled vehicles, e.g. hand carts or peramb";23,8;0
"Zeeland";"Transport";24,47;48,48;0,6;"B62D";"motor vehicles; trailers";23,94;1,5
"Zeeland";"Transport";24,47;48,48;0,6;"B62H";"cycle stands; supports or holders for parking or s";3,48;0
"Zeeland";"Transport";24,47;48,48;0,6;"B62J";"cycle saddles or seats; accessories peculiar to cy";5,67;0
"Zeeland";"Transport";24,47;48,48;0,6;"B62K";"cycles; cycle frames; cycle steering devices; ride";5,55;0
"Zeeland";"Transport";24,47;48,48;0,6;"B62L";"brakes specially adapted for cycles";12,62;0
"Zeeland";"Transport";24,47;48,48;0,6;"B62M";"rider propulsion of wheeled vehicles or sledges; p";6,5;0
"Zeeland";"Transport";24,47;48,48;0,6;"B63B";"ships or other waterborne vessels; equipment for s";19,32;4,99
