Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Organization Website,Diversity Spotlight,Organization Location,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Serai Spaces,https://www.crunchbase.com/funding_round/serai-spaces-pre-seed--88b8f972,Serai Spaces,https://www.crunchbase.com/organization/serai-spaces,Pre-Seed,45000,EUR,53680,2021-06-28,Seed,3900000,CHF,4240813,Yes,We are here to fundamentally change your standards of living.,"Artificial Intelligence (AI), Information Technology",https://www.seraispaces.com,,"Zürich, Zurich, Switzerland, Europe",,1046408,USD,1046408,Seed,3,,,,,"486,509"
Angel Round - EnerComp Solutions,https://www.crunchbase.com/funding_round/enercomp-solutions-angel--1fe2f880,EnerComp Solutions,https://www.crunchbase.com/organization/enercomp-solutions,Angel,15000000,INR,203965,2021-09-13,Seed,,,,Yes,"EnerComp Solutions is a drone manufacturing, services, and AI tech startup.","Artificial Intelligence (AI), Drone Management, Drones, Manufacturing",http://www.enercomp.in,,"Ahmedabad, Gujarat, India, Asia",,41000000,INR,520650,Seed,2,ah! Ventures,ah! Ventures,1,1,"283,991"
Pre Seed Round - Clairify,https://www.crunchbase.com/funding_round/clairify-pre-seed--714c673d,Clairify,https://www.crunchbase.com/organization/clairify,Pre-Seed,50000,EUR,59751,2021-03-14,Seed,,,,Yes,Clairify is a data platform for improving indoor environments by using IoT sensors and predictive analytics.,"Analytics, Facilities Support Services, Information Technology, Internet of Things, Machine Learning, Software",https://clairify.io,,"Amsterdam, Noord-Holland, The Netherlands, Europe",,615000,EUR,686853,Seed,2,Dutch Student Investment Fund,Dutch Student Investment Fund,1,,"167,736"
Seed Round - Treat AI,https://www.crunchbase.com/funding_round/treat-4ce0-seed--883a6acf,Treat AI,https://www.crunchbase.com/organization/treat-4ce0,Seed,75000,USD,75000,2021-10-04,Seed,,,,Yes,AI-generated ad creative that's on brand and on target,"Artificial Intelligence (AI), Creative Agency, E-Commerce, Marketing",https://trytreat.ai,,"New York, New York, United States, North America",,296000,USD,296000,Early Stage Venture,3,,,,,"514,905"
Pre Seed Round - MARA Solutions,https://www.crunchbase.com/funding_round/mara-solutions-pre-seed--456be23f,MARA Solutions,https://www.crunchbase.com/organization/mara-solutions,Pre-Seed,100000,EUR,120679,2021-02-01,Seed,,,,Yes,AI Review Reply Assistant & Customer Review Analytics,"Analytics, Artificial Intelligence (AI), Information Technology, Machine Learning, Natural Language Processing, SaaS, Software, Text Analytics",https://www.mara-solutions.com/,,"Mannheim, Baden-Wurttemberg, Germany, Europe",Less than $1M,747000,EUR,808430,Seed,3,,,,,"536,047"
Pre Seed Round - Beynex,https://www.crunchbase.com/funding_round/beynex-pre-seed--4e173d0d,Beynex,https://www.crunchbase.com/organization/beynex,Pre-Seed,25000,USD,25000,2021-10-31,Seed,,,,Yes,Beynex is a brain health application designed to help its users achieve true brain longevity,"Artificial Intelligence (AI), Fitness, Health Care, mHealth, Mobile Apps, Personal Health, Wellness",https://beynex.com/,,"Istanbul, Istanbul, Turkey, Europe",Less than $1M,285000,USD,285000,Seed,5,,,,,"516,648"
Pre Seed Round - Agro AI,https://www.crunchbase.com/funding_round/agro-ai-pre-seed--b7f7bf47,Agro AI,https://www.crunchbase.com/organization/agro-ai,Pre-Seed,14000,USD,14000,2021-10-15,Seed,,,,Yes,Artificial Inteligence for the Agriculture,"Agriculture, Artificial Intelligence (AI), Software",http://agroaiapp.cl/,,"Santiago, Region Metropolitana, Chile, South America",,14000,USD,14000,Seed,1,,,,,"282,044"
Angel Round - Hypertype,https://www.crunchbase.com/funding_round/hypertype-angel--24e83841,Hypertype,https://www.crunchbase.com/organization/hypertype,Angel,950000,SEK,110285,2021-10-26,Seed,,,,Yes,Hypertype is the world's leading data integration platform for support & sales communications using AI.,"Artificial Intelligence (AI), CRM, Email, Generative AI, Information Technology, Natural Language Processing, SaaS, Sales Automation",https://hypertype.co,Women Led,"Stockholm, Stockholms Lan, Sweden, Europe",$1M to $10M,1499749,USD,1499749,Seed,4,,,,,"282,513"
Grant - Swipe Credit,https://www.crunchbase.com/funding_round/swipe-credit-grant--ed2c63b1,Swipe Credit,https://www.crunchbase.com/organization/swipe-credit,Grant,120000,USD,120000,2021-06-24,,,,,No,We provide solutions that help lenders grow their cash flow and transform their borrower's experience with human-centered AI.,"B2B, Banking, Commercial Lending, Credit, FinTech, Fraud Detection, Lending, Marketing Automation, Predictive Analytics, Software",https://www.swipecredit.com/,"Black Founded, Black Led","Atlanta, Georgia, United States, North America",,240000,USD,240000,Seed,3,BIP Ventures,BIP Ventures,1,,"627,917"
Pre Seed Round - AssayMe,https://www.crunchbase.com/funding_round/assayme-pre-seed--65721cc6,AssayMe,https://www.crunchbase.com/organization/assayme,Pre-Seed,50000,USD,50000,2021-11-20,Seed,,,,Yes,AssayMe app is a personal Wellness & Health Assistant enables patients to monitor health and prevent medical problems,"Apps, Artificial Intelligence (AI), Health Care, Health Diagnostics, Information Services, Information Technology, Mobile",https://assayme.com,,"Brooklyn, New York, United States, North America",,161360,USD,161360,Seed,5,,Ukrainian Startup Fund,1,,"549,598"
Grant - Medtech Africa,https://www.crunchbase.com/funding_round/medtech-africa-grant--6f20f8c6,Medtech Africa,https://www.crunchbase.com/organization/medtech-africa,Grant,20000,USD,20000,2021-12-02,,500000,USD,500000,No,"Medtech Africa provides medical softwares for Cardiovascular care management, improved patient monitoring, and patient data analytics.","Artificial Intelligence (AI), Health Care, Health Diagnostics, Medical",https://medtech.africa,,"Lagos, Lagos, Nigeria, Africa",,150000,USD,150000,,3,"Norrsken Foundation, Novartis","Norrsken Foundation, Novartis",2,,"284,228"
Grant - Aomics GmbH,https://www.crunchbase.com/funding_round/aomics-gmbh-grant--d069d1ed,Aomics GmbH,https://www.crunchbase.com/organization/aomics-gmbh,Grant,,EUR,,2021-08-26,,,,,No,"Aomics: Leading data science experts for Immuno-Oncology research, providing exceptional support for your clinical trial","Artificial Intelligence (AI), Biotechnology, Health Care, Information Technology, Machine Learning",https://aomics.com,,"Frankfurt, Hessen, Germany, Europe",Less than $1M,,EUR,,Seed,2,,,,,"464,166"
Seed Round - Quartolio,https://www.crunchbase.com/funding_round/quartolio-seed--94894687,Quartolio,https://www.crunchbase.com/organization/quartolio,Seed,34000,USD,34000,2021-11-18,Seed,,,,Yes,Quartolio is an autonomous insight discovery platform that makes sense of millions of scientific documents in real-time.,"AgTech, Artificial Intelligence (AI), Big Data, Cloud Data Services, Food and Beverage, Information Technology, Knowledge Management, Software",http://quartolio.com,"Black Led, Women Founded, Women Led","New York, New York, United States, North America",Less than $1M,154000,USD,154000,Seed,5,gBETA Medtech,gBETA Medtech,1,,"285,358"
Pre Seed Round - Veteményem.hu Kft.,https://www.crunchbase.com/funding_round/veteményem-hu-kft-pre-seed--ab766133,Veteményem.hu Kft.,https://www.crunchbase.com/organization/veteményem-hu-kft,Pre-Seed,15000000,HUF,49260,2021-09-24,Seed,,,,Yes,"Vetemenyem is an agriculture and horticulture company that offers a plant recognizer, a plant disease detector, and a pest adverb.","Agriculture, Artificial Intelligence (AI), Home and Garden, Horticulture",https://vetemenyem.hu/,,"Eger, Heves, Hungary, Europe",,15000000,HUF,49260,Seed,1,,Hiventures,1,,"285,819"
Pre Seed Round - NeuraLoom,https://www.crunchbase.com/funding_round/neuraloom-pre-seed--6150a703,NeuraLoom,https://www.crunchbase.com/organization/neuraloom,Pre-Seed,200000,USD,200000,2021-10-11,Seed,,,,Yes,NeuraLoom is a synthetic media platform for producing and distributing synthetic video content.,"Artificial Intelligence (AI), Machine Learning, Video, Video Streaming, Virtual Assistant",https://neuraloom.ai,,"New York, New York, United States, North America",,1050000,USD,1050000,Seed,6,,,,,"445,546"
Grant - Mystica,https://www.crunchbase.com/funding_round/mystica-grant--c7df7c5d,Mystica,https://www.crunchbase.com/organization/mystica,Grant,10000,USD,10000,2021-06-01,,50000,USD,50000,No,An Artificial Intelligence Company,"Artificial Intelligence (AI), Data Center Automation, Machine Learning, Web Apps",https://mystica.ai,,"San Francisco, California, United States, North America",,88940,USD,88940,,2,Startup Garage,Startup Garage,1,,"526,303"
Pre Seed Round - Enthu.AI,https://www.crunchbase.com/funding_round/enthu-ai-pre-seed--85a86f63,Enthu.AI,https://www.crunchbase.com/organization/enthu-ai,Pre-Seed,15000000,INR,204428,2021-05-11,Seed,,,,Yes,Enthu.AI operates as a conversation intelligence startup.,"Artificial Intelligence (AI), Information Technology, Machine Learning, Software",https://enthu.ai/,,"Chandigarh, Chandigarh, India, Asia",$1M to $10M,304428,USD,304428,Seed,2,"Ankit Dudhwewala, Appit Simple Infotek","Ankit Dudhwewala, Appit Simple Infotek",2,,"446,652"
Seed Round - Intflow,https://www.crunchbase.com/funding_round/intflow-seed--789c6801,Intflow,https://www.crunchbase.com/organization/intflow,Seed,100000000,KRW,88808,2021-03-18,Seed,,,,Yes,Intflow image recognition AI technology with an ordinary camera that provides livestock and animal digital management solutions.,"Artificial Intelligence (AI), Computer Vision, Database",https://intflow.ai,,"Gwangju, Kwangju-jikhalsi, South Korea, Asia",,100000000,KRW,88808,Seed,2,,ENSL Partners,1,,"553,827"
Grant - Segtnan AI,https://www.crunchbase.com/funding_round/segtnan-ai-grant--f9c1069b,Segtnan AI,https://www.crunchbase.com/organization/segtnan-ai,Grant,20148,EUR,24448,2021-04-28,,,,,No,Integrating AI in health sector to reduce costs and save lives. Build upon our founders PhD research.,"Artificial Intelligence (AI), Medical, Medical Device",https://segtnan.ai,,"Odense, Syddanmark, Denmark, Europe",,314702,EUR,341458,,4,,,,,"497,309"
Grant - iHeal HealthTech,https://www.crunchbase.com/funding_round/medsamaan-grant--4a9a59b7,iHeal HealthTech,https://www.crunchbase.com/organization/medsamaan,Grant,700000,INR,9482,2021-09-27,,,,,No,Revolutionizing Healthcare: Creating Innovative Solutions through Digital Transformation,"Artificial Intelligence (AI), Health Care, Medical, Medical Device, Wellness",https://www.ihealhealthtech.com/,,"Shimla, Himachal Pradesh, India, Asia",,24707,USD,24707,Seed,5,iTIC Incubator at IIT Hyderabad,iTIC Incubator at IIT Hyderabad,1,,"296,292"
Pre Seed Round - Alirtify (Platform - AI / ML / Deep Learning),https://www.crunchbase.com/funding_round/shelly-news-pre-seed--d1cfdf97,Alirtify (Platform - AI / ML / Deep Learning),https://www.crunchbase.com/organization/shelly-news,Pre-Seed,100000,USD,100000,2021-06-01,Seed,,,,Yes,"Alirtify is an artificial intelligence, machine learning and deep learning platform.","Artificial Intelligence (AI), Machine Learning",https://www.alirtify.com/,,"Frederick, Maryland, United States, North America",,125000,USD,125000,Seed,3,TEDCO,TEDCO,1,1,"388,676"
Seed Round - Eyedius Technology,https://www.crunchbase.com/funding_round/eyedius-technology-inc-seed--0fb0d3c7,Eyedius Technology,https://www.crunchbase.com/organization/eyedius-technology-inc,Seed,150000,USD,150000,2021-03-16,Seed,,,,Yes,Eyedius Technology is a high-tech company that develops image-processing technologies to ensure security in all areas of life.,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Computer Vision, Data Visualization, Image Recognition",http://www.eyedius.com,,"Sisli, Istanbul, Turkey, Europe",,725970,USD,725970,Seed,5,Boğaziçi Ventures,"Boğaziçi Ventures, StartersHub XO",2,,"389,115"
Pre Seed Round - NotedSource,https://www.crunchbase.com/funding_round/notedsource-pre-seed--479d56d5,NotedSource,https://www.crunchbase.com/organization/notedsource,Pre-Seed,120000,USD,120000,2021-11-08,Seed,,,,Yes,"NotedSource is an AI-powered platform for corporate learning, research, and innovation.","Artificial Intelligence (AI), EdTech, Marketplace, SaaS",https://notedsource.io/,Black Founded,"New York, New York, United States, North America",$1M to $10M,2120000,USD,2120000,Seed,2,Techstars,Techstars,1,,"389,637"
Seed Round - Size&Me,https://www.crunchbase.com/funding_round/size-me-seed--2d329541,Size&Me,https://www.crunchbase.com/organization/size-me,Seed,150000,USD,150000,2021-05-12,Seed,,,,Yes,Size&Me provides artificial intelligence solutions for textile and fashion companies.,"Artificial Intelligence (AI), Information Technology, Software",https://sizeandme.com/,,"Sisli, Istanbul, Turkey, Europe",Less than $1M,560000,USD,560000,Seed,3,,,,,"389,696"
Seed Round - DarkHorse,https://www.crunchbase.com/funding_round/darkhorse-05c3-seed--21afdaf4,DarkHorse,https://www.crunchbase.com/organization/darkhorse-05c3,Seed,210000,USD,210000,2021-06-15,Seed,5500000,USD,5500000,Yes,"The world's first scalable youth sports community – leveraging cutting-edge tech & analytics for holistic, player-performance analysis.","Analytics, Big Data, Computer Vision, Hardware, Machine Learning, SaaS, Software, Sports",https://www.thedarkhorse.ai ,,"Palo Alto, California, United States, North America",Less than $1M,1290000,USD,1290000,Seed,6,Scott Sandell,"Kapil Agrawal, Scott Sandell",2,,"390,427"
Pre Seed Round - Hypertype,https://www.crunchbase.com/funding_round/hypertype-pre-seed--1f9e9765,Hypertype,https://www.crunchbase.com/organization/hypertype,Pre-Seed,500000,SEK,58056,2021-10-16,Seed,,,,Yes,Hypertype is the world's leading data integration platform for support & sales communications using AI.,"Artificial Intelligence (AI), CRM, Email, Generative AI, Information Technology, Natural Language Processing, SaaS, Sales Automation",https://hypertype.co,Women Led,"Stockholm, Stockholms Lan, Sweden, Europe",$1M to $10M,1499749,USD,1499749,Seed,4,,Propel Capital,1,,"391,111"
Pre Seed Round - Vumo,https://www.crunchbase.com/funding_round/car-scanner-ef04-pre-seed--8afaac43,Vumo,https://www.crunchbase.com/organization/car-scanner-ef04,Pre-Seed,120000,USD,120000,2021-02-12,Seed,,,,Yes,Vumo is a global AI-powered software company that revolutionizes car imaging and visual inspection of vehicles.,"Artificial Intelligence (AI), Automotive, Hardware, Machine Learning, Robotics, Software",https://vumo.ai/,,"Syracuse, New York, United States, North America",,2620000,USD,2620000,Seed,3,Techstars,"High Park Angels, Techstars",2,1,"391,402"
Grant - MyMatR,https://www.crunchbase.com/funding_round/mymatr-grant--3784af52,MyMatR,https://www.crunchbase.com/organization/mymatr,Grant,10000,USD,10000,2021-10-25,,,,,No,MyMatR is a waste management company that provides automatic sorting of trash and recycling containers for public spaces.,"Artificial Intelligence (AI), Environmental Engineering, Internet of Things, Waste Management",https://mymatrcorp.com,,"Raleigh, North Carolina, United States, North America",,10000,USD,10000,,2,NC IDEA,NC IDEA,1,1,"391,564"
Pre Seed Round - Nutri Co,https://www.crunchbase.com/funding_round/nutri-co-09d5-pre-seed--5ce6c1c8,Nutri Co,https://www.crunchbase.com/organization/nutri-co-09d5,Pre-Seed,90000,USD,90000,2021-09-01,Seed,,,,Yes,Nutri Co is a Foodtech that uses A.I to create nutritious and sustainable food products with affordable prices in multiple categories.,"Artificial Intelligence (AI), Food and Beverage, Food Processing, Machine Learning, Nutrition, Sustainability, Wellness",https://nutrico.io/,,"Lima, Lima, Peru, South America",,3641000,USD,3641000,Early Stage Venture,9,,,,,"407,991"
Post-IPO Equity - Oxys,https://www.crunchbase.com/funding_round/oxys-post-ipo-equity--c1039fa8,Oxys,https://www.crunchbase.com/organization/oxys,Post-IPO Equity,85000,USD,85000,2021-01-04,,,,,Yes,Oxys is an IIoT company that provides services and products for the industrial of the internet of things.,"Analytics, Artificial Intelligence (AI), Infrastructure, Internet of Things, Machine Learning",http://www.oxyscorp.com,,"Cambridge, Massachusetts, United States, North America",Less than $1M,938552,USD,938552,IPO,7,,,,,"392,305"
Debt Financing - Wootzano,https://www.crunchbase.com/funding_round/wootzano-debt-financing--1bf13620,Wootzano,https://www.crunchbase.com/organization/wootzano,Debt Financing,75000,GBP,104220,2021-08-01,,,,,No,"Wootzano manufactures robots which can sense and feel like humans do using a unique electronic skin, machine learning, and electronics.","Machine Learning, Nanotechnology, Robotics, Semiconductor, Sensor",http://www.wootzano.com,,"Sedgefield, Durham, United Kingdom, Europe",$10M to $50M,7493241,USD,7493241,Seed,21,,,,,"127,809"
