Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Announced Date,Organization Description,Diversity Spotlight,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - SOYNET,https://www.crunchbase.com/funding_round/soynet-co-ltd-series-a--220853d8,SOYNET,https://www.crunchbase.com/organization/soynet-co-ltd,Series A,250000,USD,250000,Early Stage Venture,50000000,USD,50000000,Yes,2022-01-05,SoyNet is a general-purpose inference-only acceleration solution developed to provide faster inference of AI models.,,"Artificial Intelligence (AI), Information Technology, Machine Learning, Software, Software Engineering","Seongnam, Kyonggi-do, South Korea, Asia",https://soynet.io,$1M to $10M,1123126,USD,1123126,Early Stage Venture,4,,Other Corporate Investors,1,,"463,097"
Pre Seed Round - Inspira AI Corp.,https://www.crunchbase.com/funding_round/inspira-ai-corp-pre-seed--90099b66,Inspira AI Corp.,https://www.crunchbase.com/organization/inspira-ai-corp,Pre-Seed,299650,USD,299650,Seed,100000,USD,100000,Yes,2022-09-01,AI Productivity Software services,,"Artificial Intelligence (AI), Software","Los Angeles, California, United States, North America",https://inspira.ai,$1M to $10M,509650,USD,509650,Seed,3,,,,,"524,976"
Angel Round - Transparent Path spc,https://www.crunchbase.com/funding_round/transparent-path-angel--9c598e9b,Transparent Path spc,https://www.crunchbase.com/organization/transparent-path,Angel,375000,USD,375000,Seed,,,,Yes,2022-03-31,"Transparent Path offers supply chain visibility tools that help to decrease costs, waste, and risk.","East Asian Founded, East Asian Led, South Asian Founded, South Asian Led, Women Founded","AgTech, Predictive Analytics, Productivity Tools, Sensor, Software, Supply Chain Management","Seattle, Washington, United States, North America",https://transparentpath.com,Less than $1M,1963773,USD,1963773,Seed,8,,,,,"525,198"
Pre Seed Round - Snipd,https://www.crunchbase.com/funding_round/snipd-3925-pre-seed--271dae9b,Snipd,https://www.crunchbase.com/organization/snipd-3925,Pre-Seed,631000,EUR,701167,Seed,,,,Yes,2022-03-02,"Snipd is an AI-powered podcast player to discover, highlight and share the best moments in podcasts.",,"Apps, Artificial Intelligence (AI), Information Technology, Media and Entertainment, Podcast, Software","Zurich, Zurich, Switzerland, Europe",https://www.snipd.com,,631000,EUR,701167,Seed,1,Founderful,"Acequia Capital (AceCap), Founderful, Gian Reto à Porta",3,2,"525,540"
Seed Round - Gramik,https://www.crunchbase.com/funding_round/agri-junction-seed--91a8b799,Gramik,https://www.crunchbase.com/organization/agri-junction,Seed,20000000,INR,263755,Seed,60000000,INR,791264,Yes,2022-03-30,"Gramik is a social commerce platform that enables farmers to connect with technology, training, and financial help from others.",,"AgTech, Artificial Intelligence (AI), E-Commerce, Machine Learning","Lucknow, Uttar Pradesh, India, Asia",https://www.gramik.in/,,103250000,INR,1290893,Seed,4,,,,,"324,440"
Seed Round - THE TACTIGON,https://www.crunchbase.com/funding_round/the-tactigon-seed--1369aeb0,THE TACTIGON,https://www.crunchbase.com/organization/the-tactigon,Seed,250000,EUR,263188,Seed,,,,Yes,2022-12-01,"Gesture Controller for AR/VR, Robotics, Gaming applications with Arduino",,"Artificial Intelligence (AI), Augmented Reality, Human Computer Interaction, Machine Learning, Virtual Reality, Wearables","Inzago, Lombardia, Italy, Europe",http://www.thetactigon.com,,250000,EUR,263188,Seed,1,,,,,"465,821"
Grant - Metaspectral,https://www.crunchbase.com/funding_round/mlvx-grant--9ee409d6,Metaspectral,https://www.crunchbase.com/organization/mlvx,Grant,419000,USD,419000,,,,,No,2023-04-26,Metaspectral enables the real-time analysis of ultra-high-resolution imaging,,"Artificial Intelligence (AI), Machine Learning","Vancouver, British Columbia, Canada, North America",https://metaspectral.com,$1M to $10M,5119000,USD,5119000,Seed,5,CleanBC Plastics Action Fund,CleanBC Plastics Action Fund,1,,"396,720"
Seed Round - Regulativ.ai,https://www.crunchbase.com/funding_round/regulativ-ai-seed--05dfdedc,Regulativ.ai,https://www.crunchbase.com/organization/regulativ-ai,Seed,250000,GBP,338039,Seed,,,,Yes,2022-01-02,Regulativ.ai is an AI automation and intelligence platform designed to automate regulatory compliance reporting,,"Artificial Intelligence (AI), Automotive, Cyber Security, Information Technology, InsurTech, Oil and Gas, Software","London, England, United Kingdom, Europe",https://www.regulativ.ai,,836000,GBP,1139277,Seed,2,,,,,"326,447"
Pre Seed Round - NeoSwap,https://www.crunchbase.com/funding_round/neoswap-pre-seed--64422c66,NeoSwap,https://www.crunchbase.com/organization/neoswap,Pre-Seed,500000,USD,500000,Seed,19600000,USD,19600000,Yes,2023-02-24,"NeoSwap is a multi-party, multi-item NFT swap platform that redistributes items in a win-win-win manner, using minimal currency.",,"Artificial Intelligence (AI), Blockchain, Cryptocurrency, FinTech, Information Services, Marketplace, Web Apps","Richmond, Virginia, United States, North America",https://neoswap.xyz,$1M to $10M,2500000,USD,2500000,Seed,3,Digital Asset Capital Management,"Digital Asset Capital Management, North Rock Digital, Sora Ventures, White Rhino Ventures",4,1,"327,164"
Grant - PainChek,https://www.crunchbase.com/funding_round/painchek-grant--d1bd3abf,PainChek,https://www.crunchbase.com/organization/painchek,Grant,392820,AUD,266882,,,,,No,2022-07-05,PainChek is a App for Intelligent Pain Assessment,,"Apps, Artificial Intelligence (AI), Health Care, Software","Sydney, New South Wales, Australia, Oceania",https://www.painchek.com/,$1M to $10M,15392820,AUD,10938824,IPO,3,Government of Western Australia,Government of Western Australia,1,,"542,417"
Seed Round - vestico,https://www.crunchbase.com/funding_round/vestico-seed--89caea0f,vestico,https://www.crunchbase.com/organization/vestico,Seed,250000,GBP,296483,Seed,,,,Yes,2022-11-17,The social fit & personalization platform for Fashion,,"Artificial Intelligence (AI), Beauty, E-Commerce, Fashion, Information Technology, Personalization, Retail, SaaS, Software","London, England, United Kingdom, Europe",https://vestico.co,Less than $1M,250000,GBP,296483,Seed,2,Jenson Funding Partners,Jenson Funding Partners,1,1,"591,070"
Pre Seed Round - Drawer AI,https://www.crunchbase.com/funding_round/drawer-ai-pre-seed--33efa0ca,Drawer AI,https://www.crunchbase.com/organization/drawer-ai,Pre-Seed,500000,USD,500000,Seed,,,,Yes,2022-01-01,"Drawer is an AI software for developing construction drawings, specs, and models.",,"Artificial Intelligence (AI), Construction, Software","Palo Alto, California, United States, North America",https://drawer.ai/,,500000,USD,500000,Seed,1,,,,,"147,583"
Seed Round - Polaris Infosec,https://www.crunchbase.com/funding_round/polaris-infosec-seed--55ca1d12,Polaris Infosec,https://www.crunchbase.com/organization/polaris-infosec,Seed,500000,USD,500000,Seed,8500000,USD,8500000,Yes,2022-03-29,Polaris is a Web Application & API Protection (WAAP) platform with proprietary Machine Learning (ML) engine that improves detection accuracy,,"Artificial Intelligence (AI), Cyber Security, Information Technology, Machine Learning, Network Security, Security, Software, Web Apps","Singapore, Central Region, Singapore, Asia",https://polarisec.com/home,$1M to $10M,500000,USD,500000,Seed,1,,,,,"483,037"
Grant - SomaDetect,https://www.crunchbase.com/funding_round/somadetect-grant--a01dffb1,SomaDetect,https://www.crunchbase.com/organization/somadetect,Grant,707873,USD,707873,,,,,No,2022-07-06,SomaDetect provides dairy farmers with the information they need to produce the best possible milk.,,"AgTech, Analytics, Artificial Intelligence (AI), Internet of Things, Machine Learning","Thornhill, Ontario, Canada, North America",http://www.somadetect.com,$1M to $10M,14535579,USD,14535579,Early Stage Venture,11,Canadian Agricultural Partnership,Canadian Agricultural Partnership,1,1,"594,048"
Pre Seed Round - Metrolla,https://www.crunchbase.com/funding_round/metrolla-pre-seed--73ffc7c2,Metrolla,https://www.crunchbase.com/organization/metrolla,Pre-Seed,350000,USD,350000,Seed,3500000,USD,3500000,Yes,2022-01-10,Metrolla enables automation and data collection from machine vision without interruption to p services that use the sensors.,Women Founded,"Autonomous Vehicles, Computer Vision, Data Collection and Labeling, Machine Learning, Robotics, Security, Smart Cities, Software","Seattle, Washington, United States, North America",https://metrolla.com,Less than $1M,450000,USD,450000,Seed,2,,,,,"411,194"
Pre Seed Round - Univerbal (formerly Quazel),https://www.crunchbase.com/funding_round/quazel-pre-seed--6e3dd686,Univerbal (formerly Quazel),https://www.crunchbase.com/organization/quazel,Pre-Seed,500000,USD,500000,Seed,,,,Yes,2022-11-25,Univerbal is the AI language tutor in your pocket.,,"Apps, Artificial Intelligence (AI), Information Technology, Language Learning","Zurich, Zurich, Switzerland, Europe",https://www.univerbal.app,,2023549,USD,2023549,Seed,2,Y Combinator,Y Combinator,1,,"270,517"
Angel Round - Mainstack,https://www.crunchbase.com/funding_round/mainstack-875f-angel--abc3775d,Mainstack,https://www.crunchbase.com/organization/mainstack-875f,Angel,300000,USD,300000,Seed,,,,Yes,2022-12-01,Mainstack is a no-code and fintech platform to showcase and get paid with global payment options.,Black Led,"Apps, Artificial Intelligence (AI), Enterprise Software, Payments, Productivity Tools, Software","Dallas, Texas, United States, North America",https://mainstack.co/,,420000,USD,420000,M&A,2,,Midlothian Angel Network,1,,"308,312"
Grant - DeGould,https://www.crunchbase.com/funding_round/degould-grant--91b6527a,DeGould,https://www.crunchbase.com/organization/degould,Grant,500000,GBP,657000,,,,,No,2022-03-16,"DeGould Ltd is the Global Leader in OEM Automated Vehicle Inspection Solutions, powered by AI and ultra-high-resolution image quality.",,"Artificial Intelligence (AI), Automotive, Industrial Automation, Machine Learning, Software","Exeter, Devon, United Kingdom, Europe",https://degould.com,$1M to $10M,11000000,GBP,14711644,Early Stage Venture,4,Innovate UK,Innovate UK,1,,"271,177"
Debt Financing - Husk Power Systems,https://www.crunchbase.com/funding_round/husk-power-systems-debt-financing--99362224,Husk Power Systems,https://www.crunchbase.com/organization/husk-power-systems,Debt Financing,750000,USD,750000,,,,,No,2023-01-09,Husk is the leading net-zero energy company serving rural Africa and Asia and operator of the largest fleet of community solar minigrids.,,"Artificial Intelligence (AI), E-Commerce, Electrical Distribution, Energy, Energy Efficiency, Renewable Energy, Social Entrepreneurship, Solar","Fort Collins, Colorado, United States, North America",http://huskpowersystems.com/,$50M to $100M,164504089,USD,164504089,Late Stage Venture,12,KFW DEG,KFW DEG,1,,"637,738"
Seed Round - Predict Expert AI,https://www.crunchbase.com/funding_round/predict-expert-ai-seed--aefc0d8c,Predict Expert AI,https://www.crunchbase.com/organization/predict-expert-ai,Seed,500000,USD,500000,Seed,,,,Yes,2022-12-01,Predict Expert AI is a startup that helps businesses and organizations leverage the power of artificial intelligence.,,"Artificial Intelligence (AI), Predictive Analytics",,http://predict.expert,,500000,USD,500000,Seed,1,,,,,"638,343"
Pre Seed Round - Biva,https://www.crunchbase.com/funding_round/biva-b599-pre-seed--6aae14c2,Biva,https://www.crunchbase.com/organization/biva-b599,Pre-Seed,25000000,INR,322234,Seed,6000000,USD,6000000,Yes,2022-06-01,Business Intelligence Virtual Assistant,,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Data Integration, Data Visualization, Predictive Analytics, SaaS, Software","Hyderabad, Andhra Pradesh, India, Asia",https://biva.ai,,824698,USD,824698,Seed,3,,,,,"639,562"
Seed Round - Grene Robotics,https://www.crunchbase.com/funding_round/grene-robotics-seed--ed555804,Grene Robotics,https://www.crunchbase.com/organization/grene-robotics,Seed,460000,USD,460000,Seed,,,,Yes,2022-12-01,"DSaaS, SaaS, AI & Machine Learning",,"Artificial Intelligence (AI), Cloud Computing, Drone Management, Drones, Enterprise Software, Machine Learning, National Security, Software","Hyderabad, Andhra Pradesh, India, Asia",http://www.grenerobotics.com,$1M to $10M,7670000,USD,7670000,Seed,12,,,,,"443,036"
Product Crowdfunding - Net Feasa,https://www.crunchbase.com/funding_round/net-feasa-product-crowdfunding--f9578961,Net Feasa,https://www.crunchbase.com/organization/net-feasa,Product Crowdfunding,350000,EUR,396515,,,,,No,2022-02-22,"Net Feasa is a technology company that specializes in communications, IoT, cloud, big data, practical uses of machine learning.",,"Artificial Intelligence (AI), Big Data, Cloud Data Services, Internet, Machine Learning","Dingle, Kerry, Ireland, Europe",https://netfeasa.com/,,350000,EUR,396515,,1,,Spark Crowdfunding,1,,"623,058"
Pre Seed Round - Talsey AI,https://www.crunchbase.com/funding_round/localeyes-ab13-pre-seed--0917a4b9,Talsey AI,https://www.crunchbase.com/organization/localeyes-ab13,Pre-Seed,350000,USD,350000,Seed,4200000,USD,4200000,Yes,2023-01-01,Talsey is an AI text assistant for hotels. She helps hotels master guest satisfaction and online reputation.,,"Artificial Intelligence (AI), Hospitality, Messaging","Provo, Utah, United States, North America",https://www.talsey.com/,,350000,USD,350000,Seed,2,,,,,"652,404"
Grant - Maya Labs,https://www.crunchbase.com/funding_round/maya-labs-grant--0b9df397,Maya Labs,https://www.crunchbase.com/organization/maya-labs,Grant,500000,USD,500000,,,,,No,2022-08-05,Maya Labs is a virtual assistant software designed to build and democratize general-purpose machine intelligence.,,"Machine Learning, Software, Virtual Assistant","Bengaluru, Karnataka, India, Asia",https://www.mayalabs.io/,,500000,USD,500000,Seed,3,Y Combinator,Y Combinator,1,,"623,900"
Grant - Yurrobot,https://www.crunchbase.com/funding_round/yurrobot-grant--9c404e82,Yurrobot,https://www.crunchbase.com/organization/yurrobot,Grant,20000000,RUB,323887,,,,,No,2022-08-29,Yurrobot is a cloud platform using machine learning and artificial intelligence technologies that automates debt collection.,,"Artificial Intelligence (AI), FinTech, Machine Learning","Moscow, Moscow City, Russian Federation, Europe",https://urrobot.net/,,20000000,RUB,323887,,1,,,,,"150,990"
Non Equity Assistance - Skinive,https://www.crunchbase.com/funding_round/skinive-non-equity-assistance--4c8880ae,Skinive,https://www.crunchbase.com/organization/skinive,Non-equity Assistance,505000,EUR,531322,,,,,No,2022-12-11,AI-powered Skin Health Risks Asessement at the dermatologist level. Apps for home and professional use and API-tools for developers,,"Artificial Intelligence (AI), Beauty, Computer Vision, Health Care, Health Diagnostics, Machine Learning, Medical Device, mHealth, Mobile Apps","Amsterdam, Noord-Holland, The Netherlands, Europe",https://Skinive.com,$1M to $10M,1045000,EUR,1136943,Seed,4,Malta Enterprise,Malta Enterprise,1,,"446,873"
Seed Round - MetaParallel,https://www.crunchbase.com/funding_round/metaparallel-seed--f7204e91,MetaParallel,https://www.crunchbase.com/organization/metaparallel,Seed,450000,USD,450000,Seed,,,,Yes,2023-05-08,Women-led tech company applying SOTAs to create innovations for a sustainable new era. Empowering individuals and businesses to thrive.,,"Artificial Intelligence (AI), Blockchain, Information Services, Information Technology, Internet, Software","Palo Alto, California, United States, North America",https://metaparallel.net,,450000,USD,450000,Seed,1,Google,Google,1,,"151,680"
Pre Seed Round - Emocional,https://www.crunchbase.com/funding_round/emocional-pre-seed--5e6c7cad,Emocional,https://www.crunchbase.com/organization/emocional,Pre-Seed,400000,EUR,436820,Seed,,,,Yes,2023-01-25,AI based SaaS solution for real-time video-conference emotional well-being analysis of hybrid & remote teams,,"Information Technology, Machine Learning","Barcelona, Catalonia, Spain, Europe",https://emocional.co,,900000,EUR,980706,Seed,3,Redarbor,"BackFund, Bcombinator Venture Partners, ENISA, Redarbor",4,,"152,820"
