Organization Name,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Number of Founders,Founders,Number of Employees,Number of Lead Investors,Number of Investors,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Company Type,Website,Twitter,Facebook,LinkedIn,Contact Email,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Duration (in weeks),Accelerator Application Deadline,Industry Groups,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors
Traace,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/traace,,"GreenTech, Software, Sustainability, Test and Measurement","Paris, Ile-de-France, France",Take control of your carbon footprint .,"63,317","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://en.traace.co,https://twitter.com/traace_climate,,https://www.linkedin.com/company/traace/,contact@traace.co,,,,,,,,,,,,"Data and Analytics, Software, Sustainability",1,M&A,7/4/2022,2500000,EUR,2608207,Seed,2500000,EUR,2608207,Seed,2500000,EUR,2608207,2500000,EUR,2608207,"Orange Ventures, Arch̩ Gruppe"
Tracklab,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/tracklab,,Software,"Paris, Ile-de-France, France",Tracklab is a B2B compliance software helping regulated companies manage their mandatory supplier documentations.,"47,382","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://tracklab.co/,,,https://www.linkedin.com/company/tracklabco,contact@tracklab.co,,,,,,,,,,,,Software,2,Seed,7/10/2024,1300000,EUR,1408350,Seed,1300000,EUR,1408350,Seed,1800000,EUR,1905940,1800000,EUR,1905940,"Bpifrance, Kima Ventures"
Trajaan,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/trajaan,,"Consumer Research, Content Marketing, Market Research, SaaS, Semantic Search, Software","Paris, Ile-de-France, France",Enterprise Search Listening Platform,"289,830","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://trajaan.io,https://twitter.com/Trajaan_io,,https://www.linkedin.com/company/trajaan,hello@trajaan.io,,,,,,,,,,,,"Data and Analytics, Design, Internet Services, Sales and Marketing, Software",,,,,,,,,,,,,,,,,,
Trayvisor,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/trayvisor,,"Artificial Intelligence (AI), Information Technology, Software","Paris, Ile-de-France, France",Trayvisor is a computer software that utilizes an artificial intelligence for food and health services.,"444,191","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://trayvisor.com,,,https://www.linkedin.com/company/trayvisor,hello@trayvisor.com,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,,,,,,,,,,,,,,,,
Tripartie,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/tripartie,,"Mobile Apps, Retail, Sales","Paris, Ile-de-France, France",Tripartie provides sales between private consumers and freelancing jobs.,"652,921","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://tripartie.com,https://twitter.com/tripartie_app,https://www.facebook.com/tripartie,https://www.linkedin.com/company/tripartie-app,contact@tripartie.com,,,,,,,,,,,,"Apps, Commerce and Shopping, Mobile, Sales and Marketing, Software",,,,,,,,,,,,,,,,,,
Trone,,,$1M to $10M,Active,1/1/2018,year,,,,,,,10-Jan,,,https://www.crunchbase.com/organization/trone-037e,,"E-Commerce, Retail","Paris, Ile-de-France, France",Trone designs toilets that are 100% made in France and design.,"89,875","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.trone.paris/,,,,contact@trone-paris.com,,,,,,,,,,,,Commerce and Shopping,2,,6/16/2023,5000000,EUR,5478251,Undisclosed,5000000,EUR,5478251,Undisclosed,7000000,EUR,7722044,7000000,EUR,7722044,
TwicPics,75008,,$1M to $10M,Active,6/27/2018,day,6/21/2023,day,,,4,"Florent Bourgeois, Julian Aubourg, Marc-Henri Spiess, Xavier Baldacci",10-Jan,1,9,https://www.crunchbase.com/organization/twicpics,,"Developer Tools, Image Recognition, SaaS, Web Development","Paris, Ile-de-France, France",TwicPics is a SaaS/IaaS solution that automates optimization of multimedia content,"80,093","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.twicpics.com,https://twitter.com/TwicPics,https://www.facebook.com/twicpics,https://www.linkedin.com/company/twicpics/,hello@twic.pics,,,,,,,,,,,,"Data and Analytics, Software",1,M&A,2/1/2020,1700000,EUR,1886031,Seed,1700000,EUR,1886031,Seed,1700000,EUR,1886031,1700000,EUR,1886031,"Bpifrance, 50 Partners, WILCO, Holnest, Mathieu Tarnus"
Tylto,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/tylto,,"Information Technology, Rental Property, Software","Paris, Ile-de-France, France",Tylto is an automated rental management software for property managers.,"1,109,158","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.tylto.com,https://www.twitter.com/tyltoapp,https://www.facebook.com/tylto/,https://www.linkedin.com/company/tylto/,hello@tylto.com,,,,,,,,,,,,"Information Technology, Real Estate, Software",,,,,,,,,,,,,,,,,,
Typology,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/typology,,"Beauty, Consumer Goods, Cosmetics, Manufacturing","Paris, Ile-de-France, France",Typology is a skincare and cosmetics products company.,"24,203","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.typology.com/,https://twitter.com/typologyparis,https://www.facebook.com/typologyparis/,https://www.linkedin.com/company/typology/about/,,,,,,,,,,,,,"Consumer Goods, Manufacturing",1,Seed,2/20/2019,10000000,USD,10000000,Seed,10000000,USD,10000000,Seed,10000000,USD,10000000,10000000,USD,10000000,"Alven, Firstminute Capital, Marc Simoncini, Xavier Niel"
URBAN CUISINE,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/urban-cuisine,,Agriculture,"Paris, Ile-de-France, France","Urban Cuisine develops connected indoor vegetable gardens for the growth of plants to cultivate fruit, vegetables, and aromatic herbs.","115,432","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://urbancuisine.io/,https://twitter.com/urbancuisine_io,https://www.facebook.com/URBANCUISINE.IO,https://www.linkedin.com/company/urbancuisine/,,,,,,,,,,,,,Agriculture and Farming,1,Seed,12/14/2022,1000000,EUR,1067610,Seed,1000000,EUR,1067610,Seed,1000000,EUR,1067610,1000000,EUR,1067610,"Marc Simoncini, David Sloo, Alexis Angot, Romain Liot, C̩cile Guillou"
Ulysse,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/ulysse,,"Air Transportation, Internet, Ticketing, Travel","Paris, Ile-de-France, France",Ulysse is the best way to book your air travel.,"57,855","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://ulysse.com,https://twitter.com/ulyssetravel,https://www.facebook.com/ulyssetravel,https://www.linkedin.com/company/ulysse-travel,team@ulysse.com,,,,,,,,,,,,"Events, Internet Services, Media and Entertainment, Transportation, Travel and Tourism",1,Seed,7/3/2019,1300000,EUR,1467505,Seed,1300000,EUR,1467505,Seed,1300000,EUR,1467505,1300000,EUR,1467505,"Kima Ventures, Mounir Laggoune"
Uniris,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/uniris,,"Biometrics, Blockchain, Network Security, Security, Supply Chain Management","Paris, Ile-de-France, France",Uniris allows all transactions by a simple sub-second response from an unlimited tamper-proof blockchain.,"1,894,975","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://uniris.io/,https://twitter.com/unirislife,,https://www.linkedin.com/company/uniris/,,,,,,,,,,,,,"Biotechnology, Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Other, Privacy and Security, Science and Engineering, Transportation",,,,,,,,,,,,,,,,,,
Unkle,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/unkle,,"Credit, Insurance, InsurTech, Real Estate","Paris, Ile-de-France, France",Unkle is an insurance brokerage agency.,"94,866","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.unkle.fr,https://twitter.com/Unkle_tech,https://www.facebook.com/unkle.fr/,https://www.linkedin.com/company/unkle-tech/,hello@unkle.fr,,,,,,,,,,,,"Financial Services, Lending and Investments, Real Estate",2,Early Stage Venture,1/14/2022,10000000,EUR,11415304,Series A,10000000,EUR,11415304,Series A,11000000,EUR,12548554,11000000,EUR,12548554,"Alma Mundi Ventures, WILCO, Guillaume Lestrade, Anaxago, InnovAllianz"
Upfund,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/upfund-2c81,,"Commercial Real Estate, Leasing, Real Estate","Paris, Ile-de-France, France","Upfund is a real estate company that provides reliable data on office, retail, and business premises.","49,569","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.upfundpro.com,https://x.com/Upfundpro,,https://www.linkedin.com/company/upfund-pro,contact@upfund.fr,,,,,,,,,,,,"Financial Services, Real Estate",2,Seed,11/21/2024,1300000,EUR,1360983,Seed,1300000,EUR,1360983,Seed,1300000,EUR,1360983,1300000,EUR,1360983,"Bpifrance, AGORANOV, CDG Invest, MNF Ventures, 212 Founders"
Upperise,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/upperise,,"Artificial Intelligence (AI), Financial Services, FinTech, SaaS","Paris, Ile-de-France, France",Upperise is a SaaS platform that uses AI to help startups and scaleups achieve their business and fundraising objectives.,"1,855,774","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://upperise.com,,,https://www.linkedin.com/company/upperise,hello@upperise.com,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Financial Services, Science and Engineering, Software",,,,,,,,,,,,,,,,,,
Uptale,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/uptale,,"Education, Software, Training, Virtual Reality","Paris, Ile-de-France, France","Uptale is a spatial learning platform designed to create, share, and track training modules for enterprises and schools.","14,525","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://uptale.io,https://twitter.com/uptale_io,https://www.facebook.com/pg/uptale,https://www.linkedin.com/company/uptale,hello@uptale.io,,,,,,,,,,,,"Education, Hardware, Software",1,,12/13/2024,9000000,EUR,9455063,Venture - Series Unknown,9000000,EUR,9455063,Venture - Series Unknown,9000000,EUR,9455063,9000000,EUR,9455063,"GO CAPITAL, Arkea Capital Investissement, Karim Beguir, Jean Stephane Arcis, Guillaume Amblard"
VALLAI,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/vallai,,"Big Data, Cloud Data Services, Collaboration, SaaS, Software","Paris, Ile-de-France, France",Vallai is a provider of a data analytics platform intended to facilitate party collaboration on AI.,"149,343","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.vall.ai,,,https://www.linkedin.com/company/vallai/,,,,,,,,,,,,,"Data and Analytics, Information Technology, Internet Services, Other, Software",1,Seed,3/24/2022,120000,USD,120000,Pre-Seed,120000,USD,120000,Pre-Seed,120000,USD,120000,120000,USD,120000,Techstars
Valoo,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/cbien,,"FinTech, Insurance, InsurTech, Property Insurance, Retail Technology, Sharing Economy","Paris, Ile-de-France, France",Valoo is a digital management platform for belongings.,"60,023","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.valoo.com/,https://twitter.com/Valoo_App,https://www.facebook.com/ValooApp/,https://www.linkedin.com/company/valoo/,partenaire@valoo.com,,,,,,,,,,,,"Commerce and Shopping, Financial Services, Hardware, Other, Software",3,Early Stage Venture,5/10/2017,8000000,EUR,8693781,Series A,8000000,EUR,8693781,Series A,9400000,EUR,10250540,9400000,EUR,10250540,"Startupbootcamp, MAIF Avenir, Matmut, 5M Ventures, Startupbootcamp InsurTech London"
Vazy Data,75116,,$1M to $10M,Active,1/1/2023,month,,,,,1,Lazare Masset,10-Jan,,,https://www.crunchbase.com/organization/vazy-data,,"Artificial Intelligence (AI), Information Technology, Software","Paris, Ile-de-France, France",Vazy Data offers an AI-driven data analysis tool that simplifies data access and decision-making through an intuitive chat interface.,"550,601","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.vazydata.com,https://x.com/vazy_data,,https://www.linkedin.com/company/vazy-data,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software",,,,,,,,,,,,,,,,,,
Veesion,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/veesion,,"Internet, Software","Paris, Ile-de-France, France",Veesion is a developer of intelligent video surveillance software to facilitate the detection of gestures associated with shoplifting.,"15,171","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,http://veesion.io/,,,https://www.linkedin.com/company/veesionsas/,,,,,,,,,,,,,"Internet Services, Software",3,Early Stage Venture,3/10/2022,10000000,EUR,11013361,Series A,10000000,EUR,11013361,Series A,10000000,EUR,11013361,10000000,EUR,11013361,"Verve Ventures, AGORANOV, Founders Future, Agla̩ Ventures, Techmind"
Veesual,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/veesual,,"Advertising, Artificial Intelligence (AI), E-Commerce, Fashion, Generative AI, Internet, Machine Learning, Retail, Social Media, Software","Paris, Ile-de-France, France",Augmented Shopping Experiences for fashion. Double the conversion for fashion brands. Powered by proprietary Image Generation Technology,"17,120","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.veesual.ai/,https://twitter.com/VeesualAI,,https://www.linkedin.com/company/veesual/,hello@veesual.ai,,,,,,,,,,,,"Advertising, Artificial Intelligence (AI), Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Internet Services, Media and Entertainment, Sales and Marketing, Science and Engineering, Software",3,Seed,4/17/2024,7500000,USD,7500000,Seed,7500000,USD,7500000,Seed,7618531,USD,7618531,7618531,USD,7618531,"Techstars, AGORANOV, AXA Venture Partners"
Veeton,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/veeton,,"Artificial Intelligence (AI), Fashion, Photography","Paris, Ile-de-France, France",Veeton is the creator of an artificial intelligence-powered platform for automated fashion imaging.,"26,975","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.veeton.co,,,https://www.linkedin.com/company/veeton,,,,,,,,,,,,,"Artificial Intelligence (AI), Clothing and Apparel, Content and Publishing, Data and Analytics, Design, Media and Entertainment, Science and Engineering, Software",1,Seed,6/7/2024,2000000,EUR,2161461,Pre-Seed,2000000,EUR,2161461,Pre-Seed,2000000,EUR,2161461,2000000,EUR,2161461,"Kima Ventures, Founders Future, Thibaud Elziere, Julien Chaumond, Armilar Venture Partners"
Vestack,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/vesta-construction-technologies,,"CAD, Civil Engineering, Construction, Manufacturing, PropTech, Software","Paris, Ile-de-France, France",Vestack designs and manufactures sustainable buildings through efficient proprietary software and hardware technologies.,"47,454","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.vestack.com/,,,https://www.linkedin.com/company/vesta-construction-tech/about/,hello@vestack.com,,,,,,,,,,,,"Design, Manufacturing, Real Estate, Science and Engineering, Software",2,Early Stage Venture,6/24/2022,10300000,EUR,10872675,Series A,10300000,EUR,10872675,Series A,12900000,EUR,13932031,12900000,EUR,13932031,"Mirova, Karista, Ring Mission"
ViiBE,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/viibe,,"Internet, Mobile Apps, Software, Telecommunications","Paris, Ile-de-France, France",ViiBE is a provider of web technology of remote assistance designed for technical supports and after-sales services.,"674,188","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.viibe.co,https://twitter.com/ViiBESolutions,https://www.facebook.com/ViiBECommunication,https://www.linkedin.com/company/viibe-communication/,contact@viibe.co,,,,,,,,,,,,"Apps, Hardware, Internet Services, Mobile, Software",1,Seed,9/1/2019,,,,Seed,,,,Seed,,,,,,,Mehdi Bedadi
Vinidaily,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/vinidaily,,"Apps, Internet, Wine And Spirits","Paris, Ile-de-France, France","Vinidaily is the app that allows you to find the ideal wine in the supermarket, according to your tastes.","148,641","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://www.vinidaily.com/en,,https://www.facebook.com/Vinidaily,https://www.linkedin.com/company/vinidaily,,,,,,,,,,,,,"Apps, Food and Beverage, Internet Services, Software",1,Seed,12/5/2022,650000,EUR,682272,Seed,650000,EUR,682272,Seed,650000,EUR,682272,650000,EUR,682272,"Bpifrance, R̩seau Entreprendre, Credit Mutuel"
Voltaage,,,,,,,,,,,,,,,,https://www.crunchbase.com/organization/voltaage,,"Charging Infrastructure, CleanTech, Fleet Management, GreenTech, Software","Paris, Ile-de-France, France",Voltaage is a platform that makes fleet electrification and EV-charging easy.,"81,186","European Union (EU), Europe, Middle East, and Africa (EMEA)",For Profit,https://voltaage.io,,,https://www.linkedin.com/company/voltaage,francesco.semeraro@voltaage.io,,,,,,,,,,,,"Software, Sustainability, Transportation",1,Seed,1/21/2022,330000,USD,330000,Pre-Seed,330000,USD,330000,Pre-Seed,330000,USD,330000,330000,USD,330000,"Techstars, Sputnik ATX, Stefano Chiantello, Mario D'almo"
